nl|Gaat maar met mij mee,dan zal ik je in de groote wereld brengen en je in de eendenkooivoorstellen: maar zorgt, dat je dicht in mijn nabijheid blijft,en neemt je voor de kat in acht!»En zoo begaven zij zich naar de eendenkooi.
nl|Daarbinnen was eenverschrikkelijk rumoer; want daar waren twee families, die elkaarhet bezit van een palingkop betwistten, en eindelijk kreeg de katdien toch.«Kijk, zoo gaat het nu in de wereld!» zei de moeder der eendjes, enzij stak haar snavel al uit, want zij wilde den palingkop ook welhebben.
nl|«Gebruikt je pooten nu!» vervolgde zij.
nl|«Houdt je fatsoenen maakt een buiging voor de oude eend, die je daar ziet: dat is devoornaamste van alle; zij is van Spaansche afkomst, daarom is zij zoodik; en, zie je wel, zij heeft een rood lapje om haar poot; dat isiets heel moois en de grootste onderscheiding, die een eend te beurtkan vallen; dat beteekent, dat men haar niet kwijt wil raken en datzij door dieren en menschen erkend moet worden.
nl|Wacht eens!
nl|Zet jepooten niet zoo binnenwaarts!
nl|een welopgevoed eendje zet zijn pootenbuitenwaarts, evenals vader en moeder doen.
nl|Ziet eens!
nl|Zoo!
nl|Buigt jehals nu en zegt: Kwak!»En dat deden zij; maar de andere eenden in de rondte bekeken ze enzeiden tegen elkaar: «Kijk eens!
nl|Nu moeten wij nog het aanhangselkrijgen, alsof wij al niet talrijk genoeg waren!
nl|En foei!
nl|wat zietdat eene eendje er uit!
nl|Dat willen wij hier niet hebben!» En terstondvloog er een oude eend naar het arme beest toe en beet het in den nek.«Wil je dat nu wel eens laten?» zei de moeder.
nl|«Het doet immersniemand kwaad!»«Dat is wel mogelijk, maar het is te groot en ziet er zoo vreemd uit,»zei de andere eend, «en daarom moet het eens een pikje hebben.»«Het zijn lieve kinderen die de moeder heeft,» zei de oude eend methet lapje om den poot, «zij zijn allemaal mooi, behalve dat eene; datis mislukt; ik zou wel willen, dal je dat eens wat anders kondt maken.»«Dat gaat immers niet,» zei de moeder van het eendje; «het is welniet mooi, maar het heeft een goed hart en zwemt even flink als al deanderen, ja, ik moet zeggen, nog beter.
nl|Ik denk wel, dat het goed zalopgroeien en mettertijd wat kleiner worden.
nl|Het heeft te lang in hetei gezeten, en daardoor is het wat mismaakt geworden!» Dit zeggende,pakte zij het beet en streek zijn veeren glad.
nl|«Bovendien is het eenwoerd,» zeide zij; «en daarom doet het er zoo veel niet toe.
nl|Ik denk,dat het wel krachtig zal worden; het weet zich ten minste nu al goedte verweren.»«De andere eendjes zien er allerliefst uit,» zei de oude eend; «doemaar, alsof je thuis waart, en als je een palingkop vindt, dan kunje dien wel aan mij brengen.»En zoo waren zij er dan zoo goed als thuis.Maar het arme eendje, dat het laatst uit het ei gekomen was en erzoo leelijk uitzag, werd gebeten, gestooten en voor den gek gehouden,en dat zoowel door de eenden als door de kippen.
nl|«Het is te groot!»zeiden allen, en de kalkoensche haan, die met sporen ter wereldgekomen was en daarom dacht, dat hij keizer was, blies zich op alseen schip met volle zeilen en kwam op hem af; toen klokte hij en werdzijn kop vuurrood.
nl|Het arme eendje wist niet, hoe het zich zou wendenof keeren; het was treurig, omdat het er leelijk uitzag en door alde anderen bespot werd.Zoo ging het den eersten dag, en later werd het al erger en erger.
nl|Hetarme eendje werd door allen geplaagd; zelfs zijn zusters waren kwaadop hem en zeiden steeds: «Mocht de kat je maar beetpakken, jou leelijkschepsel!» En de moeder zeide: «Ik wou, dat je maar ver hier vandaanwaart!» De eenden beten het, en de kippen pikten het, en de meid,die de beesten eten moest geven, schopte het.Nu liep het weg en vloog over de schutting.
nl|De vogeltjes in hetgeboomte vlogen daardoor verschrikt op.
nl|«Dat komt, omdat ik zooleelijk ben,» dacht het eendje, kneep de oogen even dicht en lieptoen weer voort.
nl|Zoo kwam het aan het groote moeras, waar de wildeeenden woonden.
nl|Hier lag het den geheelen nacht; het was vermoeiden verdrietig.Tegen den morgen vlogen de wilde eenden op en bekeken haar nieuwenkameraad eens.
nl|«Wat ben jij er voor een?» vroegen zij, en het eendjewendde zich naar alle kanten en groette zoo goed het kon.«Je bent verschrikkelijk leelijk!» zeiden de wilde eenden; «maar datkan ons niet schelen, als je maar niet met iemand van onze familietrouwt!»--Het arme beest!
nl|Het dacht er waarlijk niet aan te trouwen;als het maar de vergunning kon krijgen, om in het riet te liggen enwat moeraswater te drinken.Zoo lag het twee heele dagen; toen kwamen er twee wilde ganzen of,liever gezegd, genten naar hem toe; het was nog niet lang geleden,dat zij uit het ei gekropen waren, en daarom waren zij zoo overmoedig.«Hoor eens, kameraad!» zeiden zij; «je bent zoo leelijk, dat je goedbij ons past.
nl|Wil je met ons meegaan en trekvogel worden?
nl|Hier dichtbijin een ander moeras zijn eenige aardige wilde ganzen, allemaal dames,die evenals jij «kwak!» kunnen zeggen.
nl|Je kunt je fortuin daar welmaken, hoe leelijk je ook wezen moogt.»«Piefpafpoef!» klonk het juist, en de beide wilde genten vielen dood inhet riet neer, en het water werd bloedrood gekleurd.--«Piefpafpoef!»klonk het weer, en nu vlogen er geheele scharen wilde ganzen uithet riet op.
nl|En toen deed zich andermaal een knal hooren.
nl|Er werdeen groote jacht gehouden; de jagers lagen rondom het moeras; ja,eenigen zaten boven in de takken der boomen, die zich ver over hetriet uitstrekten.
nl|De blauwe damp trok in dikke wolken in de boomen enver over het water heen; de jachthonden gingen het moeras in.
nl|Plof,plof!
nl|het riet boog zich naar alle kanten heen.
nl|Dat was een schrikvoor het arme eendje.
nl|Het draaide zijn kop om, om hem onder de vleugelste steken; maar op hetzelfde oogenblik stond er een vreeselijk grootehond dicht bij het eendje; de tong hing hem uit den bek, en zijn oogenschoten vlammen; hij strekte zijn snoet juist naar het eendje uit,liet het zijn scherpe landen zien en.... Plof!
nl|plof!
nl|ging het weer,zonder dat hij het beetpakte.«Goddank!» zei het eendje met een zucht; «ik ben zoo leelijk, dat dehond mij zelfs niet wil bijten.»En zoo bleef het roerloos liggen, terwijl de hagel door het rietsnorde en er schot op schot knalde.Eerst laat op den dag werd het stil; maar het arme eendje durfde nogniet opstaan; het wachtte nog verscheidene uren, voordat het omkeek,en toen snelde het uit het moeras weg, zoo vlug als het maar kon.
nl|Hetliep over veld en weide; maar er woei zulk een hevige storm, dat hetwerk had om op zijn pooten te blijven staan.Tegen den avond bereikte het een kleine, armoedige boerenhut;deze was zoo bouwvallig, dat zij zelf niet wist, naar welken kantzij zou vallen, en daarom bleef zij maar staan.
nl|De storm gierdezoo verschrikkelijk om het eendje heen, dat het moest gaan zitten,om niet omver te waaien.
nl|Nu bemerkte het, dat de deur uit het eenescharnier geraakt was en zoo scheef hing, dat het door de reet in dekamer kon sluipen, en dit deed het dan ook.Hier woonde een oude vrouw met haar kater en haar kip.
nl|En de kater,dien zij haar zoontje noemde, kon een hoogen rug zetten en spinnen;hij gaf zelfs vonken van zich, maar dan moest men zijn haar denverkeerden kant opstrijken.
nl|De kip had korte, lage pooten, en daaromwerd zij juffrouw Kortbeen genoemd; zij legde heerlijke eieren,en de vrouw had haar zoo lief, alsof zij haar kind was.
nl|'s Morgens zag men het vreemde eendje dadelijk, en nu begon de katerte blazen en de kip te kakelen.«Wat is er te doen?» zei de vrouw en keek in de rondte; maar zij hadeen slecht gezicht, en daarom dacht zij, dat het eendje een vetteeend was, die verdwaald was geraakt.
nl|«Dat is een goede vangst!»zeide zij.
nl|«Nu kan ik eendeneieren krijgen.
nl|Als het maar geen woerdis!
nl|Dat zullen wij eens probeeren!»En zoo werd het eendje voor drie weken op de proef aangenomen; maarer kwamen geen eieren.
nl|En de kater was heer in huis, en de kip waser zoo goed als vrouw, en altijd zeiden zij: «Wij en de wereld!» Wantzij dachten, dat zij de helft waren, en verreweg de beste helft.
nl|Heteendje gaf als zijn meening te kennen, dat het toch ook wel eensanders zou kunnen zijn; maar dat kon de kip niet velen.«Kun je eieren leggen?» vroeg zij.«Neen.»«Welnu, wil je dan wel eens zwijgen?»En de kater zei: «Kun je een hoogen rug zetten en spinnen en maken,dat er vonken uit je lijf komen?»«Neen.»«Dan mag je ook geen meening hebben, als verstandige lieden metelkaar spreken.»En het eendje zat in den hoek en voelde zich diep ongelukkig; daardrong de zonneschijn in het huisje door; het kreeg zulk een lust omin het water te zwemmen, dat het zich niet kon weerhouden, dit tegende kip te zeggen.«Wat is dat voor een dwaze inval!» zei deze.
nl|«Je hebt niets uit tevoeren, en daarom verzin je allerlei dwaasheden.
nl|Leg eieren of spin,en maak je anders uit de voeten!»«Maar het is zoo prettig, in het water te zwemmen,» zei het eendje,«zoo prettig, het boven zijn kop te laten uitspatten en op den grondte duiken.»«Nu, dat is ook een heel plezier!» zei de kip.
nl|«Je bent zeker nietgoed bij je verstand!
nl|Vraag er den kater maar eens naar,--die is hetverstandigste schepsel, dat ik ken,--of hij er van houdt, in het waterte zwemmen of onder te duiken?
nl|Ik wil niet van mij zelf spreken.--Vraaghet zelf maar aan onze meesteres, de oude vrouw; wijzer dan zij isniemand op de wereld!
nl|Denk je misschien, dat zij plezier heeft om tezwemmen en het water boven haar hoofd uit te laten spatten?»«Je begrijpt mij niet!» zei het eendje.«Begrijpen wij je niet?
nl|Wie zou je dan kunnen begrijpen?
nl|Je zulttoch wel niet wijzer willen zijn dan de kater en de vrouw,--van mijzelf wil ik niet spreken!
nl|Heb maar niet zooveel noten op je zang,en wees dankbaar voor al het goede, dat men je bewezen heeft.
nl|Benje niet in een warme kamer gekomen en heb je niet een gezelschap,waarvan je nog wat kunt leeren?
nl|Maar er is geen huis met je te houden,en het is alles behalve plezierig, met jou om te gaan.
nl|Je kunt mijgerust gelooven!
nl|Ik meen het goed met je.
nl|Ik zeg je de waarheid, alvind je dit ook niet prettig, en daaraan kan men zien, wie zijn warevrienden zijn.
nl|Doe je best maar om eieren te leggen of te spinnen ofvonken uit je lijf te laten komen.»«Ik denk, dat ik de wijde wereld maar in zal gaan!» zei het eendje.«Ja, doe dat maar!» liet de kip hierop volgen.En zoo ging het eendje dan heen; het zwom in het water, het dook metzijn kopje onder, maar door alle dieren werd het om zijn leelijkheidmet minachting bejegend.Nu kwam de herfst; de bladeren in het bosch werden geel en bruin;de wind rukte ze af, zoodat zij in de rondte dansten, en boven in delucht was het snerpend koud; de wolken zaten vol hagel en sneeuw; enop de heg zat een raaf en deed haar klagend gekras hooren.
nl|Het armeeendje had het al heel slecht!
nl|Op zekeren avond, juist toen de zon inhaar pracht onderging, kwam er een heele troep groote vogels uit hetbosch, het eendje had er nooit zulke mooie gezien; zij waren spierwiten hadden lange, buigzame halzen: het waren zwanen.
nl|Zij lieten eeneigenaardig geluid hooren, spreidden hun prachtige, lange vleugelsuit en trokken uit de koude streken naar warmere landen.
nl|Zij stegenzoo hoog, zoo hoog, dat het het leelijke jonge eendje wonderlijk temoede werd.
nl|Het draaide zich als een tol in het water rond, strektezijn kop hoog in de lucht naar de zwanen uit en gaf zulk een luidenen zonderlingen schreeuw, dat het er zelf van schrikte.
nl|O, het kon diemooie, gelukkige vogels niet vergeten; en zoodra deze niet meer te zienwaren, dook het onder tot op den grond en toen het weer boven kwam,was het als buiten zich zelf.
nl|Het arme beest wist niet, hoe die vogelsheetten, ook niet, waar zij naar toe vlogen; maar toch liep het erhoog mee, zooals het nog nooit ergens mee gedaan had.
nl|Het benijdde zevolstrekt niet.
nl|Hoe zou het hem ook in de gedachten komen, te wenschen,zelf zoo mooi te zijn?
nl|Het zou al blij geweest zijn als de eendenhem maar in haar midden geduld hadden,--dat arme, leelijke beest!Het werd winter.
nl|Het was koud, snerpend koud.
nl|Het eendje moest inhet water rondzwemmen om te maken, dat dit niet heelemaal dichtvroor;maar met iederen nacht werd het gat, waarin het zwom, al kleiner enkleiner.
nl|Het vroor, dat het kraakte; het eendje moest voortdurend zijnpooten gebruiken, opdat het gat niet geheel dicht zou gaan.
nl|Eindelijkwerd het moede, bleef doodstil liggen en vroor in het ijs vast.
nl|'s Morgens vroeg kwam er een boer voorbij.
nl|Toen hij het eendje zag,ging hij er heen, trapte het ijs met zijn klomp aan stukken en brachthet dier naar zijn vrouw toe.
nl|Daar kwam het weer bij.De kinderen wilden met hem spelen; maar het eendje dacht, dat zijhem kwaad wilden doen en vloog in zijn angst juist in het melkvat,zoodat de melk overal in de kamer rondspatte.
nl|De vrouw sloeg dehanden in elkaar, waarop het eerst in het botervat en toen in demeelton vloog.
nl|Wat zag het er nu uit!
nl|De vrouw schreeuwde en sloegmet de tang naar het arme beest; de kinderen liepen elkaar omver, omhet eendje te pakken; zij lachten en schreeuwden!--'t Was gelukkig,dat de deur openstond en dat het tusschen de takken in de verschgevallen sneeuw kon sluipen.
nl|Daar bleef het geheel uitgeput liggen.Maar al den nood en de ellende, welke het eendje in dien strengenwinter moest doorstaan, te vertellen, zou te akelig zijn.Het lag in het moeras tusschen het riet, toen de zon weer warm begonte schijnen.
nl|De leeuweriken zongen.
nl|Het was lente geworden.Nu kon het eendje op eens zijn vleugels uitslaan; deze klapten luiderdan vroeger en droegen hem krachtig van daar; en voordat het beest hetrecht wist, bevond het zich in een grooten tuin, waarin de vlierboomengeurden en hun lange, groene takken tot in het water neerbogen.
nl|O, hierwas het zoo schoon, zoo heerlijk!
nl|En uit het geboomte kwamen eensklapsdrie prachtige witte zwanen te voorschijn: zij klapten met hun vleugelsen zwommen fier in het water.
nl|Het eendje kende die prachtige beestenen werd door een eigenaardige treurigheid aangegrepen.«Ik zal naar hen toe vliegen, naar die koninklijke vogels!
nl|Maar zijzullen mij dooden, omdat ik, die zoo leelijk ben, mij in hun nabijheiddurf wagen.
nl|Maar dat doet er niet toe!
nl|'t Is beter, door hen gedood,dan door de eenden gebeten, door de kippen gepikt, door de meid,die aan de kippen eten geeft, geschopt te worden en in den wintergebrek te lijden!»En het snelde naar het water, plofte er in en zwom naar de prachtigezwanen toe; deze zagen hem en kwamen met klappende vleugels op hem af.«Doodt mij maar!» zei het arme beest, boog zijn kop voorover enverwachtte niets anders dan den dood.--Maar wat zag het nu in hetheldere water?
nl|Het zag daarin zijn eigen beeltenis, niet meer dievan een loggen, grauwen, leelijken vogel, maar van een zwaan.Het doet er niet toe, door een eend uitgebroed te worden, als menmaar uit een zwanenei gekomen is!Het gevoelde zich nu verheugd over al den nood en de ontberingen,die het doorgestaan had.
nl|Nu erkende het eerst recht zijn geluk en deheerlijkheid, die hem omringde.--En de zwanen zwommen om hem heen enstreelden hem met hun snavels.Eenige kinderen kwamen den tuin inloopen; ze gooiden brood en gerstin het water, en het kleinste riep: «Daar is een nieuwe zwaan!» Ende andere kinderen jubelden mee: «Ja, er is een nieuwe bijgekomen!»En zij klapten in de handen en dansten in de rondte, liepen naar hunouders toe, en er werd brood en koek in het water geworpen, en zijzeiden allemaal: «Die nieuwe is nog de mooiste!
nl|Hij is zoo jong enziet er zoo prachtig uit!» En de andere zwanen bogen zich voor hem.Nu gevoelde het zich geheel beschaamd en stak zijn kop onder zijnvleugels; het wist zelf niet, hoe het zich zou houden; het wasovergelukkig, maar volstrekt niet trotsch.
nl|Het dacht er aan, hoehet vervolgd en bespot was, en hoorde nu allen zeggen, dat het demooiste van al die mooie vogels was.
nl|Zelfs de vlierboom boog zichmet zijn takken tot hem in het water neer, en de zon scheen warm enliefelijk!
nl|Nu klapte hij met zijn vleugels, richtte zijn slanken halsop en jubelde van ganscher harte:«Zooveel geluk had ik mij niet kunnen voorstellen, toen ik nog eenleelijk eendje was!»DE OUDE STRAATLANTAARN.Hebt ge ooit de geschiedenis van de oude straatlantaarn gehoord?
nl|Zooheel plezierig is zij wel niet, maar toch laat zij zich wel eens eenenkele maal lezen.
nl|'t Was een brave, oude straatlantaarn, die vele, vele jaren achtereendienst gedaan had, maar nu voor den post, dien zij zoo lang bekleedhad, ongeschikt geacht werd.
nl|De laatste avond, dien zij op den paalzou doorbrengen om de straat te verlichten, was daar.
nl|Het was haarte moede als een balletdanseres, die voor de laatste maal danst enweet, dat zij den volgenden dag vergeten op haar zolderkamertje zalzitten.
nl|De lantaarn zag geducht tegen den volgenden dag op; want zijwist, dat zij dan voor het eerst van haar leven op het stadhuis zoukomen en door den burgemeester en den gemeenteraad bezichtigd worden,die zouden beslissen, of zij nog tot verdere diensten bruikbaar wasof niet.Daar zou dan bepaald worden, of zij in 't vervolg haar licht voor debewoners van een der voorsteden zou laten schijnen, dan wel naar deeen of andere fabriek op het platteland verbannen worden; misschienook zou zij wel regelrecht naar een ijzergieterij gaan, om in eenanderen vorm te worden gegoten.
nl|In dat geval kon er wel is waar allesvan haar komen; maar de gedachte dat zij niet wist, of zij er dan deherinnering nog van zou behouden, dat zij een maal een straatlantaarngeweest was, pijnigde haar.
nl|Maar hoe het ook met haar mocht afloopen,zooveel was zeker, dat zij van den lantaarnopsteker en diens vrouw, diehaar bijna als een lid der familie beschouwden, gescheiden zou worden.Toen de lantaarn voor het eerst op den paal gezet werd, was delantaarnopsteker nog een jeugdig, krachtig man.
nl|Ja, dat was aleen heelen tijd geleden, dat zij lantaarn en hij lantaarnopstekerwerd.
nl|Zijn vrouw was toen nog een beetje trotsch.
nl|Alleen wanneer zij's avonds voorbijkwam, verwaardigde zij de lantaarn met een blik,maar overdag nooit.
nl|Doch in de laatste jaren, toen zij alle drie,de lantaarnopsteker, zijn vrouw en de lantaarn, oud geworden waren,had de oude vrouw haar verzorgd, geschuurd en van olie voorzien.
nl|'tWaren beiden doodeerlijke menschen; nooit hadden zij de lantaarn ookmaar een enkelen droppel olie te kort gedaan.
nl|'t Was de laatste avond, die zij op straat doorbracht, en denvolgenden dag moest zij naar het stadhuis toe: dat waren twee somberegedachten!
nl|Geen wonder, dat zij niet heel helder brandde.
nl|Maar ookvele andere gedachten bestormden haar.
nl|Aan hoevelen had zij haarlicht geschonken, hoeveel had zij gezien, misschien wel evenveel alsde burgemeester en de gemeenteraad!
nl|Maar deze gedachten hield zij voorzich, want het was een brave, eerlijke, oude lantaarn, die niemand ooitkwaad deed en wel het minst aan de haar gestelde overheid.
nl|Allerleidingen kwamen haar in de gedachten, en bij tijd en wijle flikkerdehaar vlam daardoor even op.
nl|Zij had in zulke oogenblikken een gevoel,dat men zich ook harer zou herinneren.«Daar was indertijd dat knappe jonge mensch,--het is al vele jarengeleden,--deze hield een briefje op rose papier in de hand.
nl|Het waszoo keurig geschreven, en wel door een dameshand.
nl|Tweemaal las hij heten kuste het en keek naar mij op met oogen, die duidelijk schenen tezeggen: «Ik ben de gelukkigste van alle stervelingen!» Alleen hij enik wisten, wat er in dien eersten brief van zijn geliefde geschrevenstond.--Ja, ook nog een ander paar oogen herinner ik mij.
nl|Wat kunnenonze gedachten toch snel van het eene op het andere springen!
nl|Hier inde straat had er een begrafenis plaats; een jeugdige, schoone vrouwlag in de lijkkoets in de kist, die met bloemen en kransen bedektwas; de vele fakkels verduisterden mijn licht.
nl|Langs de huizenstonden de menschen dicht op elkaar gedrongen; zij sloten zichallen bij den lijkstoet aan.
nl|Maar toen de fakkels uit mijn gezichtverdwenen waren en ik eens in de rondte keek, stond er nog iemandtegen mijn paal aan te leunen en weende.
nl|Nimmer zal ik die oogen,waarin zooveel treurigheid te lezen stond en die naar mij opkeken,vergeten!» Deze en dergelijke gedachten bestormden de oude lantaarn,die thans voor de laatste maal haar licht in de straat verspreidde.De schildwacht, die van zijn post afgelost wordt, kent zijn opvolgerten minste en kan hem nog eenige woorden toefluisteren; maar delantaarn kende haar plaatsvervangster niet, en zij zou haar toch zoomenigen nuttigen wenk omtrent mist en regen hebben kunnen geven; zijzou haar hebben kunnen zeggen, hoever de stralen der maan reikten,uit welken hoek de wind gewoonlijk woei, en zooveel andere dingen meer.Op het brugje, dat over de goot lag, stonden drie personen, diezich aan de lantaarn wilden voorstellen; want zij verkeerden in denwaan, dat deze den post zelf te begeven had.
nl|De eerste persoon waseen haringkop, die in de duisternis insgelijks licht van zich kongeven.
nl|Hij beweerde, dat het heel wat olie zou uithalen, als hij opden lantaarnpaal geplaatst werd.
nl|De tweede was een stuk vermolmdhout, dat ook licht rondom zich verspreidt.
nl|Het was, zeide het,van een ouden stam afkomstig, eenmaal het sieraad van het bosch.
nl|Dederde persoon was een glimwormpje; waar dit vandaan gekomen was,begreep de lantaarn niet, maar het was er, en licht geven kon hetook.
nl|Het vermolmde hout en de haringkop zwoeren echter bij alles,wat hun heilig was, dat het slechts op bepaalde tijden licht van zichgaf en dat het daarom volstrekt niet in aanmerking kon komen.De oude lantaarn verklaarde, dat geen hunner voldoend licht gaf, om denpost van straatlantaarn te bekleeden; maar dat wilde geen van drieëngelooven.
nl|Toen zij dan ook hoorden, dat de lantaarn den post nietzelf te begeven had, zeiden zij, dat dit hun genoegen deed; want zijwas al veel te oud en te afgeleefd, om een goede keuze te kunnen doen.Op hetzelfde oogenblik kwam de wind van den hoek der straat aanbruisenen gierde door de luchtgaten der oude lantaarn.
nl|«Wat hoor ik daar?»zei hij tegen haar.
nl|«Gaat ge morgen heen?
nl|Is dit de laatste avond, dienik u hier aantref?
nl|Dan wil ik u tot afscheid toch nog wat geven.
nl|Ikblaas nu op zulk een wijze in uw hersenkast, dat ge u voortaan nietalleen alles, wat ge gehoord en gezien hebt, zult kunnen herinneren,maar dat het zoo helder in uw binnenste zal worden, dat ge alles,waarvan in uw tegenwoordigheid gelezen of verteld wordt, kunt zien.»«O, dat is waarlijk veel, heel veel!» sprak de oude lantaarn.
nl|«Ik danku wel hartelijk.
nl|Als ik maar niet in een anderen vorm gegoten wordt!»«Dat zal nog zoo gauw niet gebeuren!» zei de wind.
nl|«Nu blaas ik u deherinnering in; als ge meer andere geschenken van dien aard krijgt,dan kunt ge nog een gelukkigen ouden dag hebben.»«Als ik maar niet in een anderen vorm gegoten word!» zei de lantaarnweer.
nl|«Of zal ik dan ook mijn geheugen behouden?»«Oude lantaarn, wees toch verstandig!» hernam de wind.Op dit oogenblik kwam de maan van achter de wolken te voorschijn.«Wat geeft gij?» vroeg de wind.«Ik geef niets,» antwoordde zij.
nl|«Ik ben immers aan het afnemen, ende lantarens hebben mij nooit verlicht, maar wel heb ik omgekeerd delantarens verlicht.» En met deze woorden verschool de maan zich weerachter de wolken, om verder aandringen te voorkomen.Nu viel er een droppel op de lantaarn neer.
nl|Deze droppel zeide, dathij uit de grauwe wolken kwam en ook een geschenk was, misschien welhet beste.
nl|«Ik doordring u zoozeer, dat ge de gave verkrijgt om inéén nacht, als ge dit verlangt, in roest te veranderen en tot stofte worden.»Dit scheen de lantaarn een slecht geschenk toe, en de wind dacht erevenzoo over.
nl|«Is er niemand meer, die wat te geven heeft?» blieshij zoo hard, als hij maar kon.Nu viel er een heldere verschietende ster neer en liet een lange,vurige streep achter.«Wat was dat?» riep de haringkop uit.
nl|«Viel daar niet een ster naarbeneden?
nl|Ik geloof haast, dat zij op de lantaarn is neergekomen.
nl|Nu,als er zulke hooggeplaatste personen naar den post dingen, kunnenwij wel naar huis gaan.»En dat deden zij ook alle drie.
nl|Maar de oude lantaarn gaf op eens eenverwonderlijk helder licht van zich.
nl|«Dat is een heerlijk geschenkgeweest!» zeide zij.
nl|«De prachtige sterren, waarin ik altijd zooveelschik gehad heb en die zulk een helderen glans rondom zich verspreiden,als ik nooit van mij heb kunnen geven, ofschoon ik er altijd mijnuiterste best toe heb gedaan, hebben mij, arme oude lantaarn, tochopgemerkt en mij een geschenk gezonden, waardoor alles, wat ik mijzelf herinner en wat ik zoo duidelijk zie, alsof het voor mij stond,ook door allen, die ik liefheb, gezien kan worden.
nl|En hierin ligttoch eerst het wezenlijke genot; want een vreugde, waarin men nietmet anderen kan deelen, is toch maar een halve vreugde.»«Dat doet uw hart eer aan!» zei de wind.
nl|«Maar ge weet zeker nogniet, dat daartoe waskaarsen noodig zijn.
nl|Als er geen waskaars in uopgestoken wordt, dan kan niemand der anderen iets in u zien.
nl|Daaraanhebben de sterren niet gedacht; zij meenen, dat alles, wat lichtgeeft, een waskaars in zich heeft.
